物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
50275242,北区楠,,土地,売地,売地,売地,公開,熊本県,熊本市北区,楠,18-25,楡木小学校,楠中学校,,,,,,,,,,,,,,,,楠1丁目バス停,3,上物有,相談,他社,媒介,,"2,500",,,,,352.33,,宅地,,,,所有権,,,,,,東側:公道:幅員6m:間口4m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,都市ガス:上水道:下水道:電気:側溝,,株式会社生活情報ネット,096-273-7107 ,096-273-7109 ,,,2019/5/28 14:45,,,,,,,,,,,,,32.8485205,130.7589332
50275238,北区植木町豊田,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,植木町豊田,500-18,吉松小学校,植木北中学校,,,,,,,,,,,,,,,,今籐バス停,6,居住中,相談,他社,媒介,,650,,,木造,,200.98,,,101.29,,5SLDK,所有権,,,Nov-84,,,東側:公道:幅員4m:間口4m,,,,,,,,,,,,,,,,,,調整区域,40,80,上水道:下水道:浄化槽（個別）:システムキッチン,駐車場2台分,すまいるホーム,096-379-5960,096-379-5960,,,2019/6/6 17:47,,,,,,,,,,,,,32.9390696,130.7072022
50275226,北区徳王,,土地,売地,売地,売地,公開,熊本県,熊本市北区,徳王,1丁目,西里小学校,京陵中学校,,,,,,,,,,,,,,,,徳応バス停,11,更地,即,他社,媒介,,"1,411.20",,,,,466.53,,宅地,,,,所有権,,,,,,南側:公道:幅員4m:間口33.5m， 南側:公道:幅員4.9m:間口35.6m,,,無,,,,,,,,,,,,,1種中高,文化財保護法　景観法　航空法,市街化区域,60,150,プロパンガス（個別）:上水道:下水道:電気,,ERAラクラス,096-327-9657,096-352-9663,,,2019/5/28 13:50,,,,,,,,,,,,,32.8379967,130.7063506
50275225,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,3丁目1075番　3号地,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,麻生田本村バス停,4,更地,相談,他社,媒介,,"1,198",,,,,190.86,,宅地,,,,所有権,,,,,,西側:公道:幅員4m， 北側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,熊本入大株式会社,096-365-2828,096-365-2828,,,2019/5/28 13:28,,,,,,,,,,,,,32.849778,130.745065
50275220,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,3丁目1075番　2号地,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,麻生田本村バス停,4,更地,相談,他社,媒介,,"1,120",,,,,168.4,,宅地,,,,所有権,,,,,,西側:公道:幅員4m， 北側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,熊本入大株式会社,096-365-2828,096-365-2828,,,2019/5/28 13:24,,,,,,,,,,,,,32.849778,130.745065
50275186,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,3丁目1075番　1号地,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,麻生田本村バス停,4,更地,相談,他社,媒介,,"1,138",,,,,167.08,,宅地,,,,所有権,,,,,,西側:公道:幅員4m， 北側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,熊本入大株式会社,096-365-2828,096-365-2828,,,2019/5/28 13:18,,,,,,,,,,,,,32.849778,130.745065
50274904,西区八島,,土地,売地,売地,売地,公開,熊本県,熊本市西区,八島,1丁目849番5,白坪小学校,花陵中学校,,,,,,,,,,,,,,,,八島町バス停,3,上物有,相談,他社,媒介,境界画定は、売主負担とする,"1,480",,,,,,,宅地,,,,所有権,,,,,,西側:公道:幅員2.2m:間口15m,,,,,,,,,,,,,,,,1種住居,八島町遺跡内,市街化区域,60,200,都市ガス:上水道:下水道,,有限会社寺本不動産開発,096-355-0007,096-355-0170,,,2019/6/18 13:41,,,,,,,,,,,,,32.7793792,130.6847968
50274902,西区池田,,土地,売地,売地,売地,公開,熊本県,熊本市西区,池田,1丁目26-14　2号地,池田小学校,京陵中学校,,,,,,,,,,,,,,,,岩立小路バス停,6,更地,即,他社,媒介,,"1,120",,,,,142.08,,宅地,,,,所有権,,,,,,北側:公道:幅員3.4m:間口10m,,,,,,,,,,,,,,,,2種中高,北側道路　一部要セットバック,市街化区域,60,200,都市ガス:上水道:下水道:電気,,株式会社コウナン・レクセル,096-359-2426,096-354-2553,,,2019/5/28 12:22,,,,,,,,,,,,,32.8216878,130.7044491
50274888,西区池田,,土地,売地,売地,売地,公開,熊本県,熊本市西区,池田,1丁目26-14　1号地,池田小学校,京陵中学校,,,,,,,,,,,,,,,,岩立小路バス停,6,更地,即,他社,媒介,,"1,275",,,,,162.49,,宅地,,,,所有権,,,,,,北側:公道:幅員3.4m:間口10m,,,,,,,,,,,,,,,,2種中高,北側道路　一部要セットバック,市街化区域,60,200,都市ガス:上水道:下水道:電気,,株式会社コウナン・レクセル,096-359-2426,096-354-2553,,,2019/5/28 12:16,,,,,,,,,,,,,32.8216878,130.7044491
50274836,東区長嶺西,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺西,2丁目16-25,託麻西小学校,西原中学校,,,,,,,,,,,,,,,,長嶺四ツ角バス停,7,更地,相談,他社,媒介,,"1,430",,,,,223.9,,宅地,,,,所有権,,,,,,南側:私道:幅員4m:間口4m,,,,,,,,,,,,,,,,2種中高,文化財　乾原　迎八反田遺跡,市街化区域,60,150,プロパンガス（個別）:上水道:下水道,,株式会社シーフォ,096-288-0924,096-288-0925,,,2019/5/28 11:58,,,,,,,,,,,,,32.8161264,130.7660765
50274710,東区画図東,,土地,売地,売地,売地,公開,熊本県,熊本市東区,画図東,2丁目4-8,画図小学校,湖東中学校,,,,,,,,,,,,,,,,鳥ヶ江バス停,4,上物有,,他社,媒介,,"2,100",,,,,304.09,,宅地,,,,所有権,,,,,,南西側:私道:幅員4m,,,,,,,,,,,,,,,,1種低層,風致地区,市街化区域,30,80,上水道:下水道,,有限会社トシ開発アシスト,096-385-2213,096-385-8622,,,2019/5/28 11:38,,,,,,,,,,,,,,
50274634,東区戸島西,,土地,売地,売地,売地,公開,熊本県,熊本市東区,戸島西,1丁目2-49,長嶺小学校,長嶺中学校,,,,,,,,,,,,,,,,西戸島バス停,6,更地,相談,他社,媒介,,"1,480",,,,,208.95,,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口16m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道,,株式会社ジャストライフ,096-355-0320,096-274-0320,,,2019/5/28 11:27,,,,,,,,,,,,,,
50274583,東区健軍,,土地,売地,売地,売地,公開,熊本県,熊本市東区,健軍,4丁目8-39,健軍小学校,湖東中学校,,,,,,,,,,,,,,,,たけみやバス停,2,上物有,相談,他社,媒介,,"1,600",,,,,165.62,,宅地,,,,所有権,,,,,,南側:公道:幅員3.1m:間口16.7m， 東側:公道:幅員3.5m:間口8.6m,,,,,,,,,,,,,,,,1種中高,準防火地域　健軍遺跡群,市街化区域,60,150,都市ガス:上水道:下水道:電気,,有限会社山田土木,096-237-0202,096-237-2367,,,2019/5/28 11:14,,,,,,,,,,,,,32.7816385,130.7526005
50274540,東区花立,,土地,売地,売地,売地,公開,熊本県,熊本市東区,花立,6丁目6-13,桜木東小学校,桜木中学校,,,,,,,,,,,,,,,,北花立畜産会館前バス停,3,,相談,他社,媒介,,"1,680",,,,,199.2,,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口13.5m， 南側:公道:幅員4m:間口11.5m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道:電気,,株式会社リアルサービス,096-283-7772,096-283-7773,,,2019/6/7 17:48,,,,,,,,,,,,,32.7880432,130.7764039
50055599,南区城南町宮地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町宮地,,,,,,,,,,,,,,,,,,,城南出張所入口バス停,7,更地,即,他社,媒介,,676,,,,,223.5,,,,,,,,,,,,東側:公道:幅員4m:間口19m， 南側:公道:幅員4m:間口10.3m,,,,,,,,,,,,,,,,2種低層,,市街化区域,50,100,プロパンガス（個別）:上水道:下水道:電気,,有限会社マエダ企画,0964-28-2702,0964-28-5052,,,2019/6/18 13:25,,,,,,,,,,,,,32.7129205,130.7297969
50055536,南区城南町隈庄,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町隈庄,861-1　,隈庄小学校,下益城城南中学校,,,,,,,,,,,,,,,,舞原バス停,6,更地,相談,他社,媒介,,502.5,,,,,200.75,,畑,,,,所有権,,,,,,,,,無,,,,,,,,,,,,,,"法第42条2項道路の為,道路後退が必要　集落内開発地域",,40,80,プロパンガス（個別）:上水道:下水道:電気,,株式会社アクシアエステート,096-277-1277,096-277-1266,,,2019/5/24 10:17,,,,,,,,,,,,,32.7071906,130.7278962
50055506,東区画図町下無田,,土地,売地,売地,売地,公開,熊本県,熊本市東区,画図町下無田,840-1,画図小学校,出水南中学校,,,,,,,,,,,,,,,,下無田バス停,4,更地,相談,他社,媒介,,940,,,,,330.55,,宅地,,,,所有権,,,,,,西側:私道:幅員4m,,,,,,,,,,,,,,,,無指定,景観法・航空法,調整区域,,,プロパンガス（個別）:井戸:電気:浄化槽（個別）,,株式会社コスギ不動産,096-368-0001,096-368-0002,,,2019/6/10 15:20,,,,,,,,,,,,,32.7557083,130.7437335
50040320,中央区琴平本町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,琴平本町,13,春竹小学校,江原中学校,,,,,,,,,,,,,,,,琴平神社バス停,1,,相談,,,,"2,124",,,,,140.48,,宅地,,,,所有権,,,,,,南側:公道:幅員22m:間口24m， 北側:公道:間口23m,,,,,,,,,,,,,,,,近隣商業,建築協定有（高さ制限10m・3階以下・壁面後退1mなど）,市街化区域,80,300,,,トオルプランニング有限会社,096-378-0802,096-378-1168,,,2019/5/16 11:39,,,,,,,,,,,,,32.78575,130.7054394
50040305,東区御領,,土地,売地,売地,売地,公開,熊本県,熊本市東区,御領,3丁目,託麻西小学校,東部中学校,,,,,,,,,,,,,,,,ゆめタウンサンピアン前バス停,6,更地,相談,他社,媒介,,"1,590",,,,,200.63,,宅地,,,,所有権,,,,,,北西側:公道:幅員4m:間口11m， 東側:私道:幅員4m:間口12m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道:電気,,株式会社ロフトコーポレーション,096-380-6210,096-380-6211,,,2019/5/21 15:08,,,,,,,,,,,,,32.8253958,130.768431
50002894,北区八景水谷,,土地,売地,売地,売地,公開,熊本県,熊本市北区,八景水谷,3丁目1281‐2,城北小学校,清水中学校,,,,,,,,,,,,,,,,熊本電気鉄道　堀川,3,,相談,他社,媒介,,800,,,,,151.94,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,下水道:側溝,,株式会社HILO不動産,096-385-8658,096-385-8658,,,2019/5/14 14:11,,,,,,,,,,,,,32.8456706,130.7272626
50002883,北区八景水谷,,土地,売地,売地,売地,公開,熊本県,熊本市北区,八景水谷,3丁目1281‐9,城北小学校,清水中学校,,,,,,,,,,,,,,,,熊本電気鉄道　堀川,3,,相談,他社,媒介,,"1,100",,,,,206.27,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,下水道:側溝,,株式会社HILO不動産,096-385-8658,096-385-8658,,,2019/5/14 14:09,,,,,,,,,,,,,32.8456706,130.7272626
50002881,北区清水岩倉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水岩倉,1丁目545番11,清水小学校,清水中学校,,,,,,,,,,,,,,,,清水が丘バス停,2,更地,即,他社,媒介,,819,,,,,271,,宅地,,,,所有権,,,,,,西側:公道:幅員8m:間口14m， 北側:公道:幅員8m:間口14m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,都市ガス:プロパンガス（個別）:上水道:下水道:電気:側溝,,日義不動産商事,963450201,963450285,,,2019/5/14 13:26,,,,,,,,,,,,,32.841354,130.7367656
50002875,南区土河原町,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市南区,土河原町,347‐12,飽田東小学校,飽田中学校,,,,,,,,,,,,,,,,土河原バス停,12,空,即,他社,媒介,,"1,280",,,木造,,245.13,,宅地,113,,6DK,所有権,,,Oct-75,,,北側:公道:幅員6.2m， 東側:公道:幅員5.9m,,,無,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気,,株式会社オークス,096-214-2377,096-214-2388,,,2019/5/14 13:05,,,,,,,,,,,,,32.7683284,130.6664064
50002858,東区桜木,,土地,売地,売地,売地,公開,熊本県,熊本市東区,桜木,4丁目141‐1,桜木東小学校,桜木中学校,,,,,,,,,,,,,,,,小楠公園前バス停,5,,即,他社,媒介,,"1,760",,,,,224.14,,宅地,,,,所有権,,,,,,西側:私道:幅員4.5m:間口5.7m,,,,,,,,,,,,,,,,準住居,法22条指定区域,市街化区域,60,200,上水道:下水道,,株式会社Investment,096-288-9934,096-288-9943,,,2019/5/14 12:24,,,,,,,,,,,,,32.7818094,130.7836242
49983877,西区西原,,土地,売地,売地,売地,公開,熊本県,熊本市東区,西原,2丁目31‐2,西原小学校,西原中学校,,,,,,,,,,,,,,,,平の下バス停,4,更地,相談,他社,専属専任,,"2,100",,,,,328.86,,宅地,,,,,,,,,,北西側:公道:幅員5.8m:間口15m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道:側溝,,有限会社河野不動産商事,096-352-0026,096-322-7726,,,2019/6/18 13:40,,,,,,,,,,,,,32.8167583,130.7545004
49983874,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,5丁目31‐10,麻生田小学校,楠中学校,,,,,,,,,,,,,,,,麻生田ポンプ前バス停,2,上物有,相談,他社,,,"1,300",,,,,197.34,,宅地,,,,所有権,,,,,,北側:， 東側:,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道:電気,,株式会社デレクト,096-285-4166,096-285-4167,,,2019/5/13 12:43,,,,,,,,,,,,,32.8548172,130.7505224
49930223,南区銭塘町　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,銭塘町,1758外より分筆　1号地,銭塘小学校,天明中学校,,,,,,,,,,,,,,,,荒木バス停,1,更地,相談,他社,媒介,,678.6,,,,,249.3,,宅地,,,,所有権,,,,,,東側:， 北側:,,,,,,,,,,,,,,,,,集落内開発区域内,市街化調整区域,40,80,プロパンガス（個別）:上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/6/17 15:11,,,,,,,,,,,,,32.7341789,130.6422998
49930221,南区銭塘町　分譲地2号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,銭塘町,1758外より分筆　2号地,銭塘小学校,天明中学校,,,,,,,,,,,,,,,,荒木バス停,1,更地,相談,他社,媒介,,658.6,,,,,244.63,,宅地,,,,所有権,,,,,,東側:,,,,,,,,,,,,,,,,,集落内開発区域内,市街化調整区域,40,80,プロパンガス（個別）:上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/6/17 15:12,,,,,,,,,,,,,32.7341789,130.6422998
49930220,南区銭塘町　分譲地3号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,銭塘町,1758外より分筆　3号地,銭塘小学校,天明中学校,,,,,,,,,,,,,,,,荒木バス停,1,更地,相談,他社,媒介,,688.3,,,,,274.16,,宅地,,,,所有権,,,,,,北東側:,,,,,,,,,,,,,,,,,集落内開発区域内,市街化調整区域,40,80,プロパンガス（個別）:上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/6/17 15:12,,,,,,,,,,,,,32.7341789,130.6422998
49928993,北区清水新地,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水新地,6丁目1-22,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,杉下バス停,4,上物有,相談,他社,媒介,,"1,200",,,,,192.07,,宅地,,,,所有権,,,,,,東側:私道:幅員4m， 西側:私道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,プロパンガス（個別）:下水道:電気,,有限会社西武ホーム,096-248-6187,096-248-6288,,,2019/6/3 11:15,,,,,,,,,,,,,32.8498034,130.7407446
49928967,北区高平,,土地,売地,売地,売地,公開,熊本県,熊本市北区,高平,3丁目41-54,高平小学校,京陵中学校,,,,,,,,,,,,,,,,高平バス停,3,上物有,相談,他社,媒介,,750,,,,,140.8,,宅地,,,,所有権,,,,,,北側:公道:幅員4m,,,,,,,,,,,,,,,,準工業,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気:側溝,,有限会社フローレンス,096-312-8210,096-312-8220,,,2019/5/10 15:36,,,,,,,,,,,,,32.8396613,130.7196789
49928896,中央区帯山,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,帯山,5丁目32-36,帯山小学校,西原中学校,,,,,,,,,,,,,,,,帯山5丁目バス停,3,上物有,相談,他社,専任,,"1,310",,,,,164.84,,宅地,,,,所有権,,,,,,西側:公道:幅員4m,,,,,,,,,,,,,,,,準住居,,市街化区域,60,200,都市ガス:上水道:下水道,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:10,,,,,,,,,,,,,32.8054191,130.7532932
49913366,南区御幸木部,,土地,売地,売地,売地,公開,熊本県,熊本市南区,御幸木部,1丁目940番1,御幸小学校,託麻中学校,,,,,,,,,,,,,,,,桜十字病院前バス停,5,更地,,他社,専任,,"1,990",,,,,939,,田,,,,所有権,,,,,,東側:公道:幅員9m:間口23.2m,,,,,,,,,,,,,,,,,,調整区域,40,80,,,株式会社Cityエステート,096-384-6006,096-384-6116,,,2019/5/10 15:29,,,,,,,,,,,,,32.7507056,130.7142004
49885760,南区八幡,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市南区,八幡,9丁目4‐37,川尻小学校,城南中学校,,,,,,,,,,,,,,,,熊農前バス停,8,空,相談,他社,媒介,,890,,,木造,,242.46,,宅地,89.19,,4DK,所有権,,,Jul-72,,中古,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,,作州不動産株式会社/熊本支店,096-319-0583,096-319-0583,,,2019/5/10 15:28,,,,,,,,,,,,,32.741902,130.6902851
49885736,南区近見,,土地,売地,売地,売地,公開,熊本県,熊本市南区,近見,1丁目17番3号,日吉小学校,日吉中学校,,,,,,,,,,,,,,,,上近見バス停,1,上物有,相談,,,水路あり※使用料要,"1,250",,,,,167.28,,宅地,,,,所有権,,,,,,東側:公道:幅員7.6m:間口5.7m,,,,,,,,,,,,,,,,1種住居,景観法　航空法,市街化区域,60,200,上水道:下水道:電気,,株式会社永伸,096-285-3399,096-276-7570,,,2019/6/17 14:55,,,,,,,,,,,,,32.7641652,130.6981104
49885711,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,2丁目14-131,楡木小学校,楠中学校,,,,,,,,,,,,,,,,岩倉バス停,8,上物有,,,,,"1,180",,,,,205.88,,宅地,,,,所有権,,,,,,北西側:公道:幅員4.2m,,,,,,,,,,,,,,,,1種中高,防火地域　準防火地域　高度地区　高度利用地区　文教地区　風致地区,市街化区域,60,150,都市ガス:上水道:下水道:電気,,有限会社不動産のマツムラ,096-344-9889,096-344-9877,,,2019/5/10 15:28,,,,,,,,,,,,,32.8474328,130.748187
49700073,北区清水岩倉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水岩倉,3丁目17,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,岩倉台北バス停,2,更地,,,,,560,,,,,205.43,,宅地,,,,所有権,,,,,,北東側:公道:幅員9.5m:間口13m,,,,,,,,,,,,,,,,準住居,埋蔵文化財包蔵地域　岩倉台ニュータウン地区計画の区域,市街化区域,40,80,上水道:下水道:電気:側溝,,株式会社アズマシティ開発,096-213-0808,096-213-0811,,,2019/6/17 14:12,,,,,,,,,,,,,32.8433893,130.7405664
49700071,東区長嶺西　分譲地2号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺西,3丁目2614-3　2号地,託麻西小学校,西原中学校,,,,,,,,,,,,,,,,迎八反田バス停,1,更地,相談,他社,売主,,"1,268",,,,,182.34,,宅地,,,,所有権,,,,,,南側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,宅地2専通…宅地2の所有権、宅地1の通行地役権,市街化区域,60,150,上水道:下水道:電気,,熊本入大株式会社,096-365-2828,096-367-1173,,,2019/5/10 15:13,,,,,,,,,,,,,32.814816,130.768431
49700068,東区長嶺西　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺西,3丁目2614-3　1号地,託麻西小学校,西原中学校,,,,,,,,,,,,,,,,迎八反田バス停,1,更地,相談,他社,売主,,"1,010",,,,,142.22,,宅地,,,,所有権,,,,,,南側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,宅地2専通…宅地2の所有権、宅地1の通行地役権,市街化区域,60,150,上水道:下水道:電気,,熊本入大株式会社,096-365-2828,096-367-1173,,,2019/5/10 15:13,,,,,,,,,,,,,32.814816,130.768431
